System_BioGearsCardiovascularSystemData_HeartRate,System_BioGearsCardiovascularSystemData_SystolicArterialPressure,System_BioGearsCardiovascularSystemData_DiastolicArterialPressure,System_BioGearsCardiovascularSystemData_CardiacOutput,System_BioGearsCardiovascularSystemData_SystemicVascularResistance,System_BioGearsCardiovascularSystemData_BloodVolume,System_BioGearsBloodChemistrySystemData_InflammatoryResponse/BG:TissueIntegrity,System_BioGearsBloodChemistrySystemData_ArterialBloodPH,System_BioGearsRespiratorySystemData_RespirationRate,System_BioGearsRespiratorySystemData_TidalVolume,System_BioGearsRenalSystemData_MeanUrineOutput,System_BioGearsRenalSystemData_UrineProductionRate,System_BioGearsEnergySystemData_SkinTemperature,mins,tbsa,ringers,albumin,tbsa_mins
73.91520007,112.9847555,73.71248004,5771.279429,0.942508426,5339.893864,0.547297995,7.504831475,27.52293578,0.563549805,1764.813995,0.007063913,35.86632553,750,20,6,0,20_750
73.75319485,113.0392012,73.83489241,5741.770003,0.948613051,5335.356606,0.550638476,7.497677487,27.77777778,0.569963906,1779.125429,0.022419932,35.86569958,765,20,6,0,20_765
73.99854511,112.8431977,73.62663827,5768.673325,0.941753024,5331.186895,0.553994829,7.504914845,27.52293578,0.563684899,1744.264932,0.022451328,35.86486181,780,20,6,0,20_780
73.84459456,112.8525656,73.70722934,5740.245768,0.94717936,5326.902964,0.557366789,7.499458179,28.03738318,0.575620891,1759.995505,0.017135359,35.86431158,795,20,4,0,20_795
74.03606804,112.7879868,73.63149441,5759.926742,0.943017089,5323.024101,0.560754077,7.503089775,27.52293578,0.563705351,1733.164869,0.031354089,35.86358911,810,20,4,0,20_810
73.91351284,112.7153289,73.61241704,5739.00117,0.94616885,5319.347549,0.564156404,7.499413737,28.03738318,0.575625014,1736.414505,0.012544541,35.86304039,825,20,4,0,20_825
74.08140772,112.6849109,73.57513598,5755.537957,0.942936915,5316.023942,0.567573464,7.502742075,27.52293578,0.563772838,1721.577722,0.03100874,35.86240771,840,20,4,0,20_840
73.96355946,112.6216768,73.56544586,5735.103244,0.946103216,5312.57213,0.571004942,7.499191106,28.03738318,0.575663416,1716.835412,0.008540928,35.86194793,855,20,3,0,20_855
73.97333039,112.6082403,73.57090915,5731.657665,0.946678607,5309.40435,0.574450509,7.49949856,27.77777778,0.570498715,1714.486074,0.024936663,35.86131583,870,20,3,0,20_870
74.16152879,112.5456755,73.49869574,5750.931692,0.94259028,5306.535888,0.577909821,7.502004207,27.52293578,0.563890001,1688.618031,0.010928979,35.86084685,885,20,3,0,20_885
74.04333262,112.5843538,73.58604312,5730.491831,0.94684366,5303.814496,0.581382522,7.497306854,27.77777778,0.569875875,1703.99676,0.019427902,35.8604668,900,20,3,0,20_900
74.03824691,112.5474099,73.57022092,5726.045314,0.947346071,5301.082699,0.584868245,7.49667475,27.77777778,0.570147285,1685.404179,0.026864755,35.86003113,915,20,2,0,20_915
74.11079577,112.5112464,73.53379462,5732.751599,0.94579869,5298.582229,0.588366606,7.497279415,27.77777778,0.5694262,1682.265302,0.014560365,35.85952844,930,20,2,0,20_930
74.05886569,112.3797409,73.43691589,5722.918291,0.946260786,5296.197342,0.591877209,7.497709638,28.03738318,0.576067504,1670.120493,0.031106932,35.85903281,945,20,2,0,20_945
74.07797493,112.3550957,73.43109281,5721.09256,0.946410256,5294.058201,0.595399647,7.497721911,28.03738318,0.575956604,1666.656337,0.010258547,35.85875705,960,20,2,0,20_960
74.033055,112.3593167,73.45165841,5713.833805,0.947841238,5291.901121,0.598933498,7.495991695,28.03738318,0.576149476,1661.608018,0.027807376,35.8582506,975,20,2,0,20_975
74.07558884,112.2840534,73.38728207,5716.335483,0.946641404,5289.929474,0.602478325,7.496748568,28.03738318,0.576149751,1645.687604,0.006513757,35.85778588,990,20,2,0,20_990
74.07896622,112.2621039,73.37896012,5713.954681,0.946901744,5288.118632,0.606033682,7.495837127,28.03738318,0.576245743,1648.253544,0.021882288,35.85740678,1005,20,2,0,20_1005
74.07310145,112.2298155,73.35977365,5711.424445,0.947072578,5286.46409,0.609599105,7.495593684,28.03738318,0.576259856,1628.723678,0.017633067,35.85711182,1020,20,2,0,20_1020
74.09854785,112.1978759,73.3381123,5711.873482,0.946699493,5284.81434,0.613174122,7.495626899,28.03738318,0.576166746,1633.640816,0.016684159,35.8568571,1035,20,1,0,20_1035
74.10426773,112.1756143,73.32794557,5710.581612,0.946750659,5283.219099,0.616758245,7.495486869,28.03738318,0.576373601,1618.767936,0.02892588,35.85638057,1050,20,1,0,20_1050
74.0259533,112.1836451,73.35727165,5698.909446,0.949029216,5281.741311,0.620350973,7.492695493,28.03738318,0.577327188,1621.871387,0.012197794,35.85595393,1065,20,1,0,20_1065
73.98320778,112.1298263,73.32182569,5692.304965,0.949712406,5280.26053,0.623951795,7.491396821,28.30188679,0.583381718,1611.345196,0.03005561,35.85485425,1080,20,1,0,20_1080
73.95401875,112.1205753,73.32849302,5686.687336,0.950695458,5278.769964,0.627560184,7.490216983,28.30188679,0.584025735,1604.920737,0.008216733,35.85380794,1095,20,1,0,20_1095
73.9512821,112.0991358,73.31834136,5684.428998,0.95092886,5277.386457,0.631175605,7.489661023,28.30188679,0.584223468,1603.542837,0.024690352,35.85314851,1110,20,1,0,20_1110
73.94118713,112.0732396,73.30301544,5682.000134,0.951138217,5276.154653,0.634797506,7.489386785,28.30188679,0.584290389,1586.773508,0.006845187,35.85272101,1125,20,1,0,20_1125
73.94871111,112.0526769,73.29068016,5681.20899,0.951098192,5275.05903,0.638425327,7.489050939,28.30188679,0.584320264,1591.613425,0.019143831,35.85242659,1140,20,1,0,20_1140
73.93839675,112.0277483,73.27470835,5679.107169,0.95125094,5274.036505,0.642058496,7.488810245,28.30188679,0.584336424,1573.004555,0.02311358,35.85221089,1155,20,0,0,20_1155
73.94489475,112.008904,73.26274803,5678.504896,0.951187955,5273.135082,0.645696427,7.488541811,28.30188679,0.584346485,1577.675404,0.014274755,35.85204584,1170,20,0,0,20_1170
73.93241146,111.9865439,73.24774257,5676.534541,0.951336356,5272.354099,0.649338525,7.48829844,28.30188679,0.584353478,1564.398746,0.029464837,35.85191738,1185,20,0,0,20_1185
73.93698127,111.9693991,73.23607997,5676.051262,0.951262317,5271.672161,0.652984184,7.488065395,28.30188679,0.584351227,1562.208973,0.010004497,35.85181772,1200,20,0,0,20_1200
73.92372449,111.9480918,73.22105099,5674.235828,0.951388632,5271.038755,0.656632789,7.487838294,28.30188679,0.584341694,1556.548087,0.027644783,35.85174189,1215,20,0,0,20_1215
73.92515888,111.9341691,73.21197575,5673.580519,0.95137659,5270.49903,0.660283712,7.487549231,28.30188679,0.584358206,1545.421411,0.006243695,35.85168421,1230,20,0,0,20_1230
73.90410216,111.9185102,73.20250649,5671.019405,0.951697359,5270.015544,0.663936317,7.487114789,28.30188679,0.584478626,1547.340719,0.021766358,35.85161243,1245,20,0,0,20_1245
73.89840542,111.9032931,73.19180915,5669.993889,0.951733536,5269.605685,0.667589958,7.486898776,28.30188679,0.584498184,1529.303058,0.012761488,35.85154925,1260,20,0,0,20_1260
73.89002781,111.8867564,73.17923019,5668.883487,0.951774814,5269.225721,0.671243983,7.486660433,28.30188679,0.584484201,1535.572524,0.016543142,35.85151057,1275,20,0,0,20_1275
73.88417397,111.871979,73.16810682,5668.038257,0.951778614,5268.927454,0.674897728,7.486515698,28.30188679,0.584465818,1519.114862,0.026368967,35.85149271,1290,20,0,0,20_1290
73.87484523,111.8571606,73.15632279,5667.013107,0.95181807,5268.688735,0.678550523,7.486256112,28.30188679,0.584448391,1521.941954,0.011966478,35.85149073,1305,20,0,0,20_1305
73.86737274,111.8435708,73.14561329,5666.188123,0.951826735,5268.514136,0.682201691,7.486122367,28.30188679,0.58442747,1512.068821,0.028976148,35.85150217,1320,20,0,0,20_1320
73.85804204,111.8297013,73.1341477,5665.277437,0.951852411,5268.364143,0.685850547,7.485868018,28.30188679,0.584403957,1506.735819,0.007943173,35.85152499,1335,20,0,0,20_1335
73.84969725,111.8164418,73.12322996,5664.496283,0.951853708,5268.26813,0.6894964,7.485746225,28.30188679,0.584373226,1504.435718,0.024618305,35.85155809,1350,20,0,0,20_1350
73.84873349,111.8051314,73.11308936,5664.41124,0.951748767,5268.225857,0.693138555,7.485521193,28.30188679,0.584330228,1490.079578,0.004460085,35.85160274,1365,20,0,0,20_1365
73.8317981,111.7899015,73.09984859,5663.121751,0.951821086,5268.225217,0.696776311,7.485430814,28.30188679,0.584279058,1494.467075,0.019027413,35.85165961,1380,20,0,0,20_1380
73.83082083,111.7792362,73.08983418,5663.139991,0.951701575,5268.253259,0.70040896,7.485245714,28.30188679,0.584225854,1476.429771,0.019110663,35.85172692,1395,20,0,0,20_1395
73.81348935,111.7646623,73.07681022,5661.900186,0.951769718,5268.314816,0.704035795,7.485141685,28.30188679,0.584170931,1482.429378,0.01410595,35.85180276,1410,20,0,0,20_1410
73.81200659,111.7547807,73.06706201,5661.975617,0.951645353,5268.41904,0.707656102,7.484976796,28.30188679,0.584114846,1468.572483,0.027729025,35.85188627,1425,20,0,0,20_1425
73.79419246,111.7409669,73.0543294,5660.782116,0.951710882,5268.550024,0.711269167,7.48486759,28.30188679,0.584057617,1468.654452,0.009791132,35.85197667,1440,20,0,0,20_1440
72.22301261,114.3124588,73.27249714,5980.210257,0.912009602,5615.589743,0.702203351,7.455863836,24.79338843,0.510466471,1804.496468,0.034090635,35.71185256,15,21,210,0,21_15
71.61112232,115.1218694,73.28544044,6102.612702,0.896610377,5731.258857,0.557992508,7.480092929,25.64102564,0.522319831,1939.746715,0.015229073,35.95727224,30,21,210,0,21_30
70.70334474,116.2270541,72.91051996,6250.197351,0.877382329,5797.108528,0.480751491,7.485793087,26.31578947,0.536149159,1997.333254,0.034110436,35.97729973,45,21,210,0,21_45
70.41616662,116.5802641,73.02356693,6269.398487,0.876780969,5824.547862,0.436734366,7.491467374,27.02702703,0.5507076,2059.184556,0.018921159,35.96055416,60,21,210,0,21_60
70.38085721,116.6663511,73.0917583,6267.160129,0.877920894,5817.462449,0.410808166,7.494774736,27.52293578,0.56099781,2061.671266,0.013689908,35.9354309,75,21,157,0,21_75
70.41937995,116.7195608,73.19549102,6256.950131,0.88029308,5800.584964,0.395328947,7.496621467,27.77777778,0.566543967,2089.382959,0.026124594,35.91132813,90,21,157,0,21_90
70.47712616,116.6609141,73.2203849,6243.736029,0.88217361,5779.708477,0.386205089,7.499496224,28.30188679,0.577319445,2077.793622,0.018252618,35.89157399,105,21,157,0,21_105
70.51990261,116.5764283,73.2369407,6224.657752,0.884809509,5758.139479,0.381053419,7.501225432,28.30188679,0.57697947,2096.78198,0.024979087,35.87687979,120,21,157,0,21_120
70.6565062,116.4017914,73.19987342,6207.445518,0.886473396,5728.949723,0.3784373,7.50301278,28.30188679,0.576603725,2072.176836,0.022527158,35.86646333,135,21,118,0,21_135
70.73041813,116.3410785,73.26361807,6185.137091,0.890017957,5703.428737,0.377463826,7.503007882,28.03738318,0.570919489,2086.010439,0.023726562,35.85944085,150,21,118,0,21_150
70.81099237,116.2369201,73.26393539,6169.253704,0.892013506,5681.398344,0.377566191,7.504637158,28.03738318,0.570204702,2067.011013,0.026396831,35.85471314,165,21,118,0,21_165
70.88865543,116.1756073,73.28893728,6156.362283,0.893880522,5662.311223,0.378379386,7.50590017,28.03738318,0.569893591,2082.495575,0.022591437,35.8514324,180,21,118,0,21_180
70.98720028,116.089853,73.32975892,6137.324558,0.896657815,5639.038298,0.37966607,7.506618675,28.03738318,0.569934142,2064.131767,0.029625407,35.84910578,195,21,88,0,21_195
71.05620168,116.0227684,73.35946369,6121.79793,0.898965016,5619.116608,0.381270926,7.506770092,28.03738318,0.569851733,2075.023415,0.021468263,35.84737211,210,21,88,0,21_210
71.18252295,115.9116277,73.31654963,6117.245075,0.898932432,5601.788945,0.383091884,7.507825053,27.77777778,0.564389628,2054.306646,0.032133765,35.84600715,225,21,88,0,21_225
71.24128637,115.8666321,73.35547659,6103.72081,0.90104952,5586.381483,0.385061687,7.508433813,27.77777778,0.564530481,2067.991459,0.020366652,35.84493542,240,21,88,0,21_240
71.35969129,115.7471905,73.33237144,6093.230831,0.901990877,5567.595277,0.387135947,7.509137223,27.77777778,0.564392436,2046.426422,0.033973342,35.84387189,255,21,66,0,21_255
71.74584681,115.297331,73.9758789,5970.987466,0.922869541,5549.638369,0.389285341,7.509853835,27.77777778,0.564219641,2071.328979,0.014526274,35.84261714,270,21,66,0,21_270
71.8646795,115.1764085,73.9373292,5962.488722,0.923440712,5532.106382,0.391490497,7.510497514,27.77777778,0.564078275,2056.618209,0.036594173,35.8411682,285,21,66,0,21_285
71.9729457,115.0643597,73.89858086,5955.049948,0.923873612,5516.503182,0.393738619,7.51116406,27.77777778,0.563965088,2056.299721,0.019895493,35.83977294,300,21,66,0,21_300
72.11492219,114.9236336,73.84331105,5947.40512,0.924084338,5498.657176,0.396021261,7.511596813,27.77777778,0.563879705,2029.83198,0.025680267,35.83834887,315,21,49,0,21_315
72.24190984,114.7905766,73.78597547,5940.625902,0.924185436,5482.68065,0.398332858,7.512020524,27.77777778,0.56378809,2032.247013,0.026026614,35.8368663,330,21,49,0,21_330
72.36862502,114.664797,73.72931516,5934.999853,0.924113497,5468.074892,0.400669753,7.512558081,27.77777778,0.563717422,2010.269629,0.009390559,35.83537494,345,21,49,0,21_345
72.4921879,114.5413722,73.67025875,5929.996839,0.92393374,5454.448891,0.403029551,7.512954598,27.77777778,0.563662585,2006.887973,0.033111577,35.83389142,360,21,49,0,21_360
72.62934699,114.3880483,73.59197512,5923.728326,0.923707214,5438.7853,0.405410692,7.513217149,27.77777778,0.563628847,1990.883635,0.013808153,35.83234263,375,21,37,0,21_375
72.76868376,114.2432048,73.51550771,5918.622097,0.923316097,5424.278898,0.407812168,7.513555211,27.77777778,0.563591229,1972.44013,0.03540635,35.8307063,390,21,37,0,21_390
72.90990956,114.1093534,73.44482168,5914.255035,0.922864071,5410.669893,0.41023334,7.513844241,27.77777778,0.563560401,1967.49916,0.018884607,35.82904215,405,21,37,0,21_405
73.04252433,113.9653739,73.36777058,5908.445657,0.922581472,5396.349282,0.412673808,7.513976007,27.77777778,0.563584884,1939.532423,0.024856427,35.82738213,420,21,37,0,21_420
73.50427728,113.4486038,73.90572024,5787.073762,0.943166049,5376.695037,0.415133333,7.51380805,27.77777778,0.56381979,1950.927572,0.034105856,35.825412,435,21,28,0,21_435
73.61648189,113.2059822,73.79789762,5771.184961,0.944097388,5357.349882,0.417611779,7.51157384,27.77777778,0.564738504,1927.754822,0.010604213,35.82279217,450,21,28,0,21_450
73.78748615,113.1023503,73.80140209,5764.445365,0.944795973,5340.445388,0.420109083,7.510148734,27.77777778,0.564709633,1921.540127,0.027509582,35.81990293,465,21,28,0,21_465
73.91042229,112.8366141,73.64022566,5755.958813,0.943982337,5325.365756,0.422625224,7.51243465,28.03738318,0.571229505,1892.836517,0.012901173,35.81707092,480,21,28,0,21_480
73.95035194,112.7741267,73.68435892,5736.92549,0.94728427,5310.366903,0.425160211,7.505810882,28.03738318,0.571001235,1892.718641,0.021640158,35.81468036,495,21,21,0,21_495
74.10829231,112.5192259,73.51972663,5734.845132,0.945373682,5296.837714,0.427714073,7.509453892,28.30188679,0.577075742,1864.985406,0.029057366,35.81228265,510,21,21,0,21_510
74.40366323,112.3759513,73.41727839,5752.404952,0.941005771,5284.679229,0.430286849,7.512903791,27.77777778,0.564909664,1852.712451,0.016368177,35.81002046,525,21,21,0,21_525
74.35620638,112.3257439,73.46529417,5728.018463,0.945288355,5273.488314,0.432878587,7.506521221,28.03738318,0.570916094,1843.051606,0.03339008,35.80811916,540,21,21,0,21_540
74.61777399,112.0410914,73.22913569,5742.89355,0.939845792,5261.905821,0.435489337,7.514537268,28.03738318,0.571027297,1823.967562,0.011865214,35.80605458,555,21,15,0,21_555
74.52561966,112.0777637,73.36473862,5713.321227,0.946001987,5251.34801,0.438119151,7.505939493,28.30188679,0.577122565,1825.58055,0.029763933,35.80437526,570,21,15,0,21_570
74.79016742,111.8168202,73.13571688,5731.103622,0.940193804,5241.571901,0.440768082,7.513612518,28.03738318,0.571262034,1795.811921,0.008003855,35.8024869,585,21,15,0,21_585
74.76164544,111.8532307,73.24861666,5711.986288,0.944394702,5232.514244,0.44343618,7.506338279,28.03738318,0.571381424,1804.007372,0.023662161,35.80100547,600,21,15,0,21_600
74.99154779,111.8927257,74.02159752,5632.572473,0.958499612,5222.786344,0.44612649,7.50763368,28.03738318,0.571902832,1785.99166,0.022798984,35.79939447,615,21,11,0,21_615
75.23300307,111.1960229,73.67397646,5592.765619,0.964603219,5211.811671,0.448833086,7.507922303,28.30188679,0.577332288,1785.785024,0.012087435,35.79761728,630,21,11,0,21_630
